played_at,context,tack_id
2023-05-17T22:03:55.383Z,"{'type': 'playlist', 'external_urls': {'spotify': 'https://open.spotify.com/playlist/37i9dQZF1EQncLwOalG3K7'}, 'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1EQncLwOalG3K7', 'uri': 'spotify:playlist:37i9dQZF1EQncLwOalG3K7'}",0U9ltIN4q3aBKGZDZq5cAW
2023-05-17T22:00:45.248Z,"{'type': 'playlist', 'external_urls': {'spotify': 'https://open.spotify.com/playlist/37i9dQZF1EQncLwOalG3K7'}, 'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1EQncLwOalG3K7', 'uri': 'spotify:playlist:37i9dQZF1EQncLwOalG3K7'}",164QjgWOxnSZYHQghRKeC0
2023-05-17T21:57:30.727Z,"{'type': 'playlist', 'external_urls': {'spotify': 'https://open.spotify.com/playlist/37i9dQZF1EQncLwOalG3K7'}, 'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1EQncLwOalG3K7', 'uri': 'spotify:playlist:37i9dQZF1EQncLwOalG3K7'}",2XMAWynSTIst5KmLSv0Npf
2023-05-17T21:54:11.156Z,"{'type': 'playlist', 'external_urls': {'spotify': 'https://open.spotify.com/playlist/37i9dQZF1EQncLwOalG3K7'}, 'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1EQncLwOalG3K7', 'uri': 'spotify:playlist:37i9dQZF1EQncLwOalG3K7'}",6fOMwREhKJy0VZXH7lLmn9
2023-05-17T21:51:42.082Z,"{'type': 'playlist', 'external_urls': {'spotify': 'https://open.spotify.com/playlist/37i9dQZF1EQncLwOalG3K7'}, 'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1EQncLwOalG3K7', 'uri': 'spotify:playlist:37i9dQZF1EQncLwOalG3K7'}",2grSOc6HNTXQQXNoRKt9UM
2023-05-17T21:49:25.312Z,"{'type': 'playlist', 'external_urls': {'spotify': 'https://open.spotify.com/playlist/37i9dQZF1EQncLwOalG3K7'}, 'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1EQncLwOalG3K7', 'uri': 'spotify:playlist:37i9dQZF1EQncLwOalG3K7'}",52qzyjT2pC3eh5xKN6zxIk
2023-05-17T21:43:34.443Z,"{'type': 'playlist', 'external_urls': {'spotify': 'https://open.spotify.com/playlist/37i9dQZF1EQncLwOalG3K7'}, 'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1EQncLwOalG3K7', 'uri': 'spotify:playlist:37i9dQZF1EQncLwOalG3K7'}",5YeHLHDdQ4nKHk81XFWhCU
2023-05-17T21:39:46.821Z,"{'type': 'playlist', 'external_urls': {'spotify': 'https://open.spotify.com/playlist/37i9dQZF1EQncLwOalG3K7'}, 'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1EQncLwOalG3K7', 'uri': 'spotify:playlist:37i9dQZF1EQncLwOalG3K7'}",06u5LrUpbosQlQ1QJFhPpG
2023-05-17T21:35:54.129Z,"{'type': 'playlist', 'external_urls': {'spotify': 'https://open.spotify.com/playlist/37i9dQZF1EQncLwOalG3K7'}, 'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1EQncLwOalG3K7', 'uri': 'spotify:playlist:37i9dQZF1EQncLwOalG3K7'}",6WKDtdVILJvcfqpvSQgwAQ
2023-05-17T21:33:44.064Z,"{'type': 'playlist', 'external_urls': {'spotify': 'https://open.spotify.com/playlist/37i9dQZF1EQncLwOalG3K7'}, 'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1EQncLwOalG3K7', 'uri': 'spotify:playlist:37i9dQZF1EQncLwOalG3K7'}",4bp2wYweUPvsBrQfntdYcr
2023-05-17T21:29:50.700Z,"{'type': 'playlist', 'external_urls': {'spotify': 'https://open.spotify.com/playlist/37i9dQZF1EQncLwOalG3K7'}, 'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1EQncLwOalG3K7', 'uri': 'spotify:playlist:37i9dQZF1EQncLwOalG3K7'}",4aguR8nLIlmF6WCOlCArhT
2023-05-17T21:25:52.826Z,"{'type': 'playlist', 'external_urls': {'spotify': 'https://open.spotify.com/playlist/37i9dQZF1EQncLwOalG3K7'}, 'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1EQncLwOalG3K7', 'uri': 'spotify:playlist:37i9dQZF1EQncLwOalG3K7'}",2ZcwbSYqc8RfPGMMXTIdb0
2023-05-17T21:21:14.903Z,"{'type': 'playlist', 'external_urls': {'spotify': 'https://open.spotify.com/playlist/37i9dQZF1EQncLwOalG3K7'}, 'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1EQncLwOalG3K7', 'uri': 'spotify:playlist:37i9dQZF1EQncLwOalG3K7'}",1t5nwfsb90IliczIhOMnpJ
2023-05-17T17:15:10.685Z,"{'type': 'album', 'external_urls': {'spotify': 'https://open.spotify.com/album/0pKZJj9GzcKPCS8r4IaksA'}, 'href': 'https://api.spotify.com/v1/albums/0pKZJj9GzcKPCS8r4IaksA', 'uri': 'spotify:album:0pKZJj9GzcKPCS8r4IaksA'}",6Ju28M6P8Y8sLjBgWjyUUD
2023-05-17T08:06:38.589Z,"{'type': 'album', 'external_urls': {'spotify': 'https://open.spotify.com/album/392p3shh2jkxUxY2VHvlH8'}, 'href': 'https://api.spotify.com/v1/albums/392p3shh2jkxUxY2VHvlH8', 'uri': 'spotify:album:392p3shh2jkxUxY2VHvlH8'}",7DfFc7a6Rwfi3YQMRbDMau
2023-05-17T03:00:22.656Z,"{'type': 'album', 'external_urls': {'spotify': 'https://open.spotify.com/album/392p3shh2jkxUxY2VHvlH8'}, 'href': 'https://api.spotify.com/v1/albums/392p3shh2jkxUxY2VHvlH8', 'uri': 'spotify:album:392p3shh2jkxUxY2VHvlH8'}",05tFLPSXJ1BbqIXy4Jeqfh
2023-05-17T02:58:08.269Z,"{'type': 'album', 'external_urls': {'spotify': 'https://open.spotify.com/album/392p3shh2jkxUxY2VHvlH8'}, 'href': 'https://api.spotify.com/v1/albums/392p3shh2jkxUxY2VHvlH8', 'uri': 'spotify:album:392p3shh2jkxUxY2VHvlH8'}",4YZbVct8l9MnAVIROnLQdx
2023-05-17T02:54:53.245Z,"{'type': 'album', 'external_urls': {'spotify': 'https://open.spotify.com/album/392p3shh2jkxUxY2VHvlH8'}, 'href': 'https://api.spotify.com/v1/albums/392p3shh2jkxUxY2VHvlH8', 'uri': 'spotify:album:392p3shh2jkxUxY2VHvlH8'}",1fOkmYW3ZFkkjIdOZSf596
2023-05-17T02:50:24.506Z,"{'type': 'album', 'external_urls': {'spotify': 'https://open.spotify.com/album/392p3shh2jkxUxY2VHvlH8'}, 'href': 'https://api.spotify.com/v1/albums/392p3shh2jkxUxY2VHvlH8', 'uri': 'spotify:album:392p3shh2jkxUxY2VHvlH8'}",2pMPWE7PJH1PizfgGRMnR9
2023-05-17T02:47:28.968Z,"{'type': 'album', 'external_urls': {'spotify': 'https://open.spotify.com/album/392p3shh2jkxUxY2VHvlH8'}, 'href': 'https://api.spotify.com/v1/albums/392p3shh2jkxUxY2VHvlH8', 'uri': 'spotify:album:392p3shh2jkxUxY2VHvlH8'}",0msrDPXxZpts4FRnoX0bFr
2023-05-17T02:44:08.665Z,"{'type': 'album', 'external_urls': {'spotify': 'https://open.spotify.com/album/392p3shh2jkxUxY2VHvlH8'}, 'href': 'https://api.spotify.com/v1/albums/392p3shh2jkxUxY2VHvlH8', 'uri': 'spotify:album:392p3shh2jkxUxY2VHvlH8'}",1VMdwVq0yaTc4DeqSCi7DO
2023-05-17T02:42:52.556Z,"{'type': 'album', 'external_urls': {'spotify': 'https://open.spotify.com/album/392p3shh2jkxUxY2VHvlH8'}, 'href': 'https://api.spotify.com/v1/albums/392p3shh2jkxUxY2VHvlH8', 'uri': 'spotify:album:392p3shh2jkxUxY2VHvlH8'}",3GZD6HmiNUhxXYf8Gch723
2023-05-17T02:38:58.442Z,"{'type': 'album', 'external_urls': {'spotify': 'https://open.spotify.com/album/392p3shh2jkxUxY2VHvlH8'}, 'href': 'https://api.spotify.com/v1/albums/392p3shh2jkxUxY2VHvlH8', 'uri': 'spotify:album:392p3shh2jkxUxY2VHvlH8'}",4QhWbupniDd44EDtnh2bFJ
2023-05-17T02:29:05.498Z,"{'type': 'album', 'external_urls': {'spotify': 'https://open.spotify.com/album/392p3shh2jkxUxY2VHvlH8'}, 'href': 'https://api.spotify.com/v1/albums/392p3shh2jkxUxY2VHvlH8', 'uri': 'spotify:album:392p3shh2jkxUxY2VHvlH8'}",5lcyIeEfwZTs8Ajw3kdF7P
2023-05-17T02:25:21.342Z,"{'type': 'album', 'external_urls': {'spotify': 'https://open.spotify.com/album/392p3shh2jkxUxY2VHvlH8'}, 'href': 'https://api.spotify.com/v1/albums/392p3shh2jkxUxY2VHvlH8', 'uri': 'spotify:album:392p3shh2jkxUxY2VHvlH8'}",2ohegz9maxzroKBu9YhcCM
2023-05-17T02:22:17.336Z,"{'type': 'album', 'external_urls': {'spotify': 'https://open.spotify.com/album/392p3shh2jkxUxY2VHvlH8'}, 'href': 'https://api.spotify.com/v1/albums/392p3shh2jkxUxY2VHvlH8', 'uri': 'spotify:album:392p3shh2jkxUxY2VHvlH8'}",0725YWm6Z0TpZ6wrNk64Eb
2023-05-17T02:17:12.418Z,"{'type': 'album', 'external_urls': {'spotify': 'https://open.spotify.com/album/392p3shh2jkxUxY2VHvlH8'}, 'href': 'https://api.spotify.com/v1/albums/392p3shh2jkxUxY2VHvlH8', 'uri': 'spotify:album:392p3shh2jkxUxY2VHvlH8'}",3iW3y326xuRpNVXzOMBZy5
2023-05-17T02:16:12.834Z,"{'type': 'album', 'external_urls': {'spotify': 'https://open.spotify.com/album/392p3shh2jkxUxY2VHvlH8'}, 'href': 'https://api.spotify.com/v1/albums/392p3shh2jkxUxY2VHvlH8', 'uri': 'spotify:album:392p3shh2jkxUxY2VHvlH8'}",6MEDfjHxnVNcYmHe3mM6L2
2023-05-17T02:11:49.967Z,"{'type': 'album', 'external_urls': {'spotify': 'https://open.spotify.com/album/392p3shh2jkxUxY2VHvlH8'}, 'href': 'https://api.spotify.com/v1/albums/392p3shh2jkxUxY2VHvlH8', 'uri': 'spotify:album:392p3shh2jkxUxY2VHvlH8'}",1HwbgJAU9PZ7YbzKgVgoIF
2023-05-17T02:09:21.243Z,"{'type': 'album', 'external_urls': {'spotify': 'https://open.spotify.com/album/392p3shh2jkxUxY2VHvlH8'}, 'href': 'https://api.spotify.com/v1/albums/392p3shh2jkxUxY2VHvlH8', 'uri': 'spotify:album:392p3shh2jkxUxY2VHvlH8'}",6jypaMkKsoc5npsVzxhksl
2023-05-17T02:08:41.684Z,"{'type': 'album', 'external_urls': {'spotify': 'https://open.spotify.com/album/392p3shh2jkxUxY2VHvlH8'}, 'href': 'https://api.spotify.com/v1/albums/392p3shh2jkxUxY2VHvlH8', 'uri': 'spotify:album:392p3shh2jkxUxY2VHvlH8'}",7DfFc7a6Rwfi3YQMRbDMau
2023-05-17T02:05:20.806Z,"{'type': 'album', 'external_urls': {'spotify': 'https://open.spotify.com/album/392p3shh2jkxUxY2VHvlH8'}, 'href': 'https://api.spotify.com/v1/albums/392p3shh2jkxUxY2VHvlH8', 'uri': 'spotify:album:392p3shh2jkxUxY2VHvlH8'}",0GAE689kVy7sFT2QWZH1Xa
2023-05-17T01:52:39.094Z,,5z2jTJFn8DIjOvMISl75bG
2023-05-17T01:41:06.128Z,,0TZejo18HlJ86OrWNsXKnw
2023-05-17T23:10:14.965Z,,6Ju28M6P8Y8sLjBgWjyUUD
2023-05-17T23:06:37.757Z,,5A7CwBNDUhvLWuSU5oJEh3
2023-05-17T22:57:07.044Z,"{'type': 'playlist', 'external_urls': {'spotify': 'https://open.spotify.com/playlist/37i9dQZF1EQncLwOalG3K7'}, 'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1EQncLwOalG3K7', 'uri': 'spotify:playlist:37i9dQZF1EQncLwOalG3K7'}",04CqLjewJiSAqM210vZAmT
2023-05-17T22:54:23.430Z,"{'type': 'playlist', 'external_urls': {'spotify': 'https://open.spotify.com/playlist/37i9dQZF1EQncLwOalG3K7'}, 'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1EQncLwOalG3K7', 'uri': 'spotify:playlist:37i9dQZF1EQncLwOalG3K7'}",6zrJLhslleCHby0wbUnvVy
2023-05-17T22:48:29.534Z,"{'type': 'playlist', 'external_urls': {'spotify': 'https://open.spotify.com/playlist/37i9dQZF1EQncLwOalG3K7'}, 'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1EQncLwOalG3K7', 'uri': 'spotify:playlist:37i9dQZF1EQncLwOalG3K7'}",5gDWsRxpJ2lZAffh5p7K0w
2023-05-17T22:46:38.192Z,"{'type': 'playlist', 'external_urls': {'spotify': 'https://open.spotify.com/playlist/37i9dQZF1EQncLwOalG3K7'}, 'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1EQncLwOalG3K7', 'uri': 'spotify:playlist:37i9dQZF1EQncLwOalG3K7'}",6KIKaWKE9wV6mLjho3w61y
2023-05-17T22:43:53.648Z,"{'type': 'playlist', 'external_urls': {'spotify': 'https://open.spotify.com/playlist/37i9dQZF1EQncLwOalG3K7'}, 'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1EQncLwOalG3K7', 'uri': 'spotify:playlist:37i9dQZF1EQncLwOalG3K7'}",7F25roCtYi55JouckaayPC
2023-05-17T22:39:44.647Z,"{'type': 'playlist', 'external_urls': {'spotify': 'https://open.spotify.com/playlist/37i9dQZF1EQncLwOalG3K7'}, 'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1EQncLwOalG3K7', 'uri': 'spotify:playlist:37i9dQZF1EQncLwOalG3K7'}",2kYDYNJcZyEADRXwoZgQUk
2023-05-17T22:30:08.542Z,"{'type': 'playlist', 'external_urls': {'spotify': 'https://open.spotify.com/playlist/37i9dQZF1EQncLwOalG3K7'}, 'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1EQncLwOalG3K7', 'uri': 'spotify:playlist:37i9dQZF1EQncLwOalG3K7'}",20axrgBlxsVZ5m1otNOvC1
2023-05-17T22:26:26.481Z,"{'type': 'playlist', 'external_urls': {'spotify': 'https://open.spotify.com/playlist/37i9dQZF1EQncLwOalG3K7'}, 'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1EQncLwOalG3K7', 'uri': 'spotify:playlist:37i9dQZF1EQncLwOalG3K7'}",4i2qxFEVVUi8yOYoxB8TCX
2023-05-17T22:22:43.026Z,"{'type': 'playlist', 'external_urls': {'spotify': 'https://open.spotify.com/playlist/37i9dQZF1EQncLwOalG3K7'}, 'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1EQncLwOalG3K7', 'uri': 'spotify:playlist:37i9dQZF1EQncLwOalG3K7'}",5cYEuFqzITZlZzpoR1sHvu
2023-05-17T22:20:23.717Z,"{'type': 'playlist', 'external_urls': {'spotify': 'https://open.spotify.com/playlist/37i9dQZF1EQncLwOalG3K7'}, 'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1EQncLwOalG3K7', 'uri': 'spotify:playlist:37i9dQZF1EQncLwOalG3K7'}",1Xg9k7OAyJryBXVx3KUklz
2023-05-17T22:15:59.710Z,"{'type': 'playlist', 'external_urls': {'spotify': 'https://open.spotify.com/playlist/37i9dQZF1EQncLwOalG3K7'}, 'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1EQncLwOalG3K7', 'uri': 'spotify:playlist:37i9dQZF1EQncLwOalG3K7'}",1TWNKyNQOBfNUkWWs7FooF
2023-05-17T22:12:37.960Z,"{'type': 'playlist', 'external_urls': {'spotify': 'https://open.spotify.com/playlist/37i9dQZF1EQncLwOalG3K7'}, 'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1EQncLwOalG3K7', 'uri': 'spotify:playlist:37i9dQZF1EQncLwOalG3K7'}",2Oycxb8QbPkpHTo8ZrmG0B
2023-05-17T22:09:47.646Z,"{'type': 'playlist', 'external_urls': {'spotify': 'https://open.spotify.com/playlist/37i9dQZF1EQncLwOalG3K7'}, 'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1EQncLwOalG3K7', 'uri': 'spotify:playlist:37i9dQZF1EQncLwOalG3K7'}",27bgMTAq4qTACnE48M3aTH
2023-05-17T22:07:01.055Z,"{'type': 'playlist', 'external_urls': {'spotify': 'https://open.spotify.com/playlist/37i9dQZF1EQncLwOalG3K7'}, 'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1EQncLwOalG3K7', 'uri': 'spotify:playlist:37i9dQZF1EQncLwOalG3K7'}",1cx7kDfiHlvQWwPRNxQrfQ
2023-05-17T22:03:55.383Z,"{'type': 'playlist', 'external_urls': {'spotify': 'https://open.spotify.com/playlist/37i9dQZF1EQncLwOalG3K7'}, 'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1EQncLwOalG3K7', 'uri': 'spotify:playlist:37i9dQZF1EQncLwOalG3K7'}",0U9ltIN4q3aBKGZDZq5cAW
2023-05-17T22:00:45.248Z,"{'type': 'playlist', 'external_urls': {'spotify': 'https://open.spotify.com/playlist/37i9dQZF1EQncLwOalG3K7'}, 'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1EQncLwOalG3K7', 'uri': 'spotify:playlist:37i9dQZF1EQncLwOalG3K7'}",164QjgWOxnSZYHQghRKeC0
2023-05-17T21:57:30.727Z,"{'type': 'playlist', 'external_urls': {'spotify': 'https://open.spotify.com/playlist/37i9dQZF1EQncLwOalG3K7'}, 'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1EQncLwOalG3K7', 'uri': 'spotify:playlist:37i9dQZF1EQncLwOalG3K7'}",2XMAWynSTIst5KmLSv0Npf
2023-05-17T21:54:11.156Z,"{'type': 'playlist', 'external_urls': {'spotify': 'https://open.spotify.com/playlist/37i9dQZF1EQncLwOalG3K7'}, 'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1EQncLwOalG3K7', 'uri': 'spotify:playlist:37i9dQZF1EQncLwOalG3K7'}",6fOMwREhKJy0VZXH7lLmn9
2023-05-17T21:51:42.082Z,"{'type': 'playlist', 'external_urls': {'spotify': 'https://open.spotify.com/playlist/37i9dQZF1EQncLwOalG3K7'}, 'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1EQncLwOalG3K7', 'uri': 'spotify:playlist:37i9dQZF1EQncLwOalG3K7'}",2grSOc6HNTXQQXNoRKt9UM
2023-05-17T21:49:25.312Z,"{'type': 'playlist', 'external_urls': {'spotify': 'https://open.spotify.com/playlist/37i9dQZF1EQncLwOalG3K7'}, 'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1EQncLwOalG3K7', 'uri': 'spotify:playlist:37i9dQZF1EQncLwOalG3K7'}",52qzyjT2pC3eh5xKN6zxIk
2023-05-17T21:43:34.443Z,"{'type': 'playlist', 'external_urls': {'spotify': 'https://open.spotify.com/playlist/37i9dQZF1EQncLwOalG3K7'}, 'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1EQncLwOalG3K7', 'uri': 'spotify:playlist:37i9dQZF1EQncLwOalG3K7'}",5YeHLHDdQ4nKHk81XFWhCU
2023-05-17T21:39:46.821Z,"{'type': 'playlist', 'external_urls': {'spotify': 'https://open.spotify.com/playlist/37i9dQZF1EQncLwOalG3K7'}, 'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1EQncLwOalG3K7', 'uri': 'spotify:playlist:37i9dQZF1EQncLwOalG3K7'}",06u5LrUpbosQlQ1QJFhPpG
2023-05-17T21:35:54.129Z,"{'type': 'playlist', 'external_urls': {'spotify': 'https://open.spotify.com/playlist/37i9dQZF1EQncLwOalG3K7'}, 'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1EQncLwOalG3K7', 'uri': 'spotify:playlist:37i9dQZF1EQncLwOalG3K7'}",6WKDtdVILJvcfqpvSQgwAQ
2023-05-17T21:33:44.064Z,"{'type': 'playlist', 'external_urls': {'spotify': 'https://open.spotify.com/playlist/37i9dQZF1EQncLwOalG3K7'}, 'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1EQncLwOalG3K7', 'uri': 'spotify:playlist:37i9dQZF1EQncLwOalG3K7'}",4bp2wYweUPvsBrQfntdYcr
2023-05-17T21:29:50.700Z,"{'type': 'playlist', 'external_urls': {'spotify': 'https://open.spotify.com/playlist/37i9dQZF1EQncLwOalG3K7'}, 'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1EQncLwOalG3K7', 'uri': 'spotify:playlist:37i9dQZF1EQncLwOalG3K7'}",4aguR8nLIlmF6WCOlCArhT
2023-05-17T21:25:52.826Z,"{'type': 'playlist', 'external_urls': {'spotify': 'https://open.spotify.com/playlist/37i9dQZF1EQncLwOalG3K7'}, 'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1EQncLwOalG3K7', 'uri': 'spotify:playlist:37i9dQZF1EQncLwOalG3K7'}",2ZcwbSYqc8RfPGMMXTIdb0
2023-05-17T21:21:14.903Z,"{'type': 'playlist', 'external_urls': {'spotify': 'https://open.spotify.com/playlist/37i9dQZF1EQncLwOalG3K7'}, 'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1EQncLwOalG3K7', 'uri': 'spotify:playlist:37i9dQZF1EQncLwOalG3K7'}",1t5nwfsb90IliczIhOMnpJ
2023-05-17T17:15:10.685Z,"{'type': 'album', 'external_urls': {'spotify': 'https://open.spotify.com/album/0pKZJj9GzcKPCS8r4IaksA'}, 'href': 'https://api.spotify.com/v1/albums/0pKZJj9GzcKPCS8r4IaksA', 'uri': 'spotify:album:0pKZJj9GzcKPCS8r4IaksA'}",6Ju28M6P8Y8sLjBgWjyUUD
2023-05-17T08:06:38.589Z,"{'type': 'album', 'external_urls': {'spotify': 'https://open.spotify.com/album/392p3shh2jkxUxY2VHvlH8'}, 'href': 'https://api.spotify.com/v1/albums/392p3shh2jkxUxY2VHvlH8', 'uri': 'spotify:album:392p3shh2jkxUxY2VHvlH8'}",7DfFc7a6Rwfi3YQMRbDMau
2023-05-17T03:00:22.656Z,"{'type': 'album', 'external_urls': {'spotify': 'https://open.spotify.com/album/392p3shh2jkxUxY2VHvlH8'}, 'href': 'https://api.spotify.com/v1/albums/392p3shh2jkxUxY2VHvlH8', 'uri': 'spotify:album:392p3shh2jkxUxY2VHvlH8'}",05tFLPSXJ1BbqIXy4Jeqfh
